time;DieReference
2023-02-10 22:25:28.973 CET;10
2023-02-13 06:44:59.016 CET;35
2023-02-13 12:44:11.118 CET;25
2023-02-13 19:21:44.421 CET;21
2023-02-14 05:29:00.990 CET;47
2023-02-14 17:03:33.507 CET;64
2023-02-14 19:25:37.562 CET;1
2023-02-15 03:21:23.598 CET;35
2023-02-15 04:36:07.523 CET;41
2023-02-15 13:27:57.020 CET;33
2023-02-15 18:04:21.282 CET;42
2023-02-15 22:59:32.038 CET;21
2023-02-16 04:29:56.250 CET;22
2023-02-16 09:22:30.391 CET;36
2023-02-16 13:09:49.888 CET;28
2023-02-17 05:18:46.184 CET;32
2023-02-17 07:28:13.226 CET;28
2023-02-17 08:36:41.642 CET;32
2023-02-17 12:03:54.325 CET;16
2023-02-17 22:29:19.263 CET;45
2023-02-18 03:27:11.671 CET;47
2023-02-20 16:11:22.220 CET;56
2023-02-20 19:16:41.654 CET;40
2023-02-21 11:16:52.815 CET;20
2023-02-21 11:18:41.252 CET;40
2023-02-21 11:19:41.493 CET;20
2023-02-21 15:07:30.115 CET;10
2023-02-21 17:31:58.744 CET;33
2023-02-21 20:33:48.362 CET;64
2023-02-22 06:47:34.460 CET;1
2023-02-22 15:24:49.457 CET;25
2023-02-22 16:14:47.434 CET;0
2023-02-22 16:15:03.493 CET;25
2023-02-22 19:50:03.039 CET;62
2023-02-22 20:32:13.144 CET;25
2023-02-22 21:16:30.769 CET;62
2023-02-23 03:11:26.855 CET;53
2023-02-23 08:57:24.153 CET;53
2023-02-23 08:58:15.982 CET;53
2023-02-23 09:15:19.553 CET;53
2023-02-23 09:16:39.983 CET;53
2023-02-23 09:17:29.262 CET;53
2023-02-23 09:20:51.835 CET;53
2023-02-23 09:34:18.069 CET;53
2023-02-23 09:35:50.688 CET;53
2023-02-23 09:40:50.605 CET;53
2023-02-23 09:43:04.209 CET;53
2023-02-23 09:43:41.559 CET;53
2023-02-23 09:51:29.756 CET;53
2023-02-23 09:51:29.808 CET;53
2023-02-23 10:14:47.973 CET;53
2023-02-23 10:14:48.026 CET;53
2023-02-23 10:17:34.019 CET;42
2023-02-23 10:29:09.799 CET;53
2023-02-23 10:40:01.394 CET;42
2023-02-23 11:02:59.029 CET;42
2023-02-23 11:02:59.081 CET;42
2023-02-23 11:05:06.638 CET;42
2023-02-23 11:06:18.926 CET;42
2023-02-23 11:06:39.595 CET;42
2023-02-23 11:06:39.647 CET;42
2023-02-23 13:00:23.191 CET;42
2023-02-23 14:47:18.357 CET;42
2023-02-23 14:47:18.407 CET;42
2023-02-23 14:55:11.005 CET;42
2023-02-23 15:01:54.526 CET;42
2023-02-23 15:16:02.418 CET;42
2023-02-23 15:49:33.598 CET;21
2023-02-23 22:32:22.180 CET;53
2023-02-24 08:47:17.601 CET;18
2023-02-24 11:58:56.552 CET;16
2023-02-24 19:15:33.236 CET;58
2023-02-24 23:00:03.052 CET;67
2023-02-27 08:41:12.520 CET;67
2023-02-27 13:25:46.641 CET;7
2023-02-27 17:42:58.549 CET;45
2023-02-27 21:44:26.457 CET;22
2023-02-28 00:48:59.683 CET;47
2023-02-28 06:20:09.075 CET;67
2023-02-28 06:31:22.766 CET;47
2023-02-28 06:42:29.426 CET;67
2023-02-28 10:42:10.875 CET;59
2023-02-28 19:08:25.229 CET;47
