time;PressMode
2023-01-19 02:40:37.624 CET;4
2023-01-19 02:41:57.951 CET;16
2023-01-19 10:03:22.871 CET;0
2023-01-19 10:03:23.881 CET;8
2023-01-19 10:16:39.058 CET;16
2023-01-19 11:59:15.680 CET;8
2023-01-19 12:10:05.283 CET;32
2023-01-19 12:10:06.283 CET;16
2023-01-19 17:28:26.668 CET;8
2023-01-19 17:36:04.500 CET;4
2023-01-19 17:37:32.848 CET;16
2023-01-19 19:30:31.963 CET;8
2023-01-19 19:40:16.292 CET;0
2023-01-19 19:40:17.302 CET;16
2023-01-20 00:21:56.881 CET;8
2023-01-20 00:30:32.944 CET;16
2023-01-20 04:20:25.101 CET;0
2023-01-20 04:20:26.101 CET;8
2023-01-20 04:53:04.931 CET;0
2023-01-20 04:53:05.941 CET;16
2023-01-20 12:08:43.467 CET;8
2023-01-20 12:19:03.957 CET;16
2023-01-20 15:12:58.668 CET;8
2023-01-20 15:23:35.221 CET;0
2023-01-20 15:23:36.220 CET;4
2023-01-20 15:25:05.581 CET;16
2023-01-20 20:14:32.029 CET;8
2023-01-20 20:21:42.752 CET;4
2023-01-20 20:23:10.101 CET;16
2023-01-21 01:51:37.914 CET;0
2023-01-21 01:51:38.914 CET;8
2023-01-21 02:00:24.016 CET;32
2023-01-21 02:00:25.016 CET;16
2023-01-21 04:07:12.453 CET;8
2023-01-21 14:22:06.986 CET;16
2023-01-21 20:12:53.134 CET;8
2023-01-21 20:25:05.065 CET;16
2023-01-24 15:55:43.789 CET;8
2023-01-24 16:04:40.941 CET;16
2023-01-24 20:58:08.342 CET;8
2023-01-24 21:06:11.276 CET;32
2023-01-24 21:06:12.276 CET;16
2023-01-25 00:17:20.128 CET;8
2023-01-25 00:24:05.750 CET;16
2023-01-25 00:24:06.750 CET;4
2023-01-25 00:25:40.130 CET;16
2023-01-25 10:15:17.596 CET;0
2023-01-25 10:15:18.596 CET;8
2023-01-25 10:21:56.180 CET;0
2023-01-25 10:21:57.190 CET;4
2023-01-25 10:24:33.816 CET;16
2023-01-25 14:34:08.700 CET;8
2023-01-25 14:46:16.619 CET;0
2023-01-25 14:46:17.619 CET;16
2023-01-25 16:36:19.013 CET;8
2023-01-25 16:48:09.855 CET;16
2023-01-25 22:22:14.000 CET;8
2023-01-25 22:35:12.109 CET;16
2023-01-25 22:35:13.108 CET;4
2023-01-25 22:53:10.423 CET;16
2023-01-26 10:41:06.273 CET;8
2023-01-26 10:42:53.700 CET;0
2023-01-26 10:42:54.711 CET;16
2023-01-26 10:43:37.881 CET;8
2023-01-26 10:49:21.253 CET;4
2023-01-26 10:50:46.592 CET;32
2023-01-26 10:50:47.592 CET;16
2023-01-26 13:17:14.746 CET;8
2023-01-26 13:24:34.497 CET;4
2023-01-26 13:26:01.848 CET;16
2023-01-26 16:27:36.414 CET;8
2023-01-26 16:38:14.973 CET;16
2023-01-26 18:15:54.387 CET;8
2023-01-27 01:09:22.601 CET;4
2023-01-27 01:20:48.338 CET;16
2023-01-27 09:39:43.051 CET;0
2023-01-27 09:39:44.051 CET;8
2023-01-27 09:45:00.315 CET;4
2023-01-27 09:46:25.664 CET;16
2023-01-27 13:34:46.446 CET;8
2023-01-27 13:53:03.831 CET;4
2023-01-27 14:01:26.842 CET;16
2023-01-27 19:14:59.071 CET;8
2023-01-27 22:49:31.536 CET;4
2023-01-28 01:18:13.220 CET;16
2023-01-28 01:18:27.269 CET;0
2023-01-28 01:18:28.279 CET;4
2023-01-30 06:39:25.158 CET;0
2023-01-30 06:39:26.170 CET;16
2023-01-30 06:53:29.536 CET;4
2023-01-30 07:04:21.144 CET;16
2023-01-30 08:14:03.868 CET;4
2023-01-30 08:14:18.927 CET;16
2023-01-30 08:53:39.371 CET;4
2023-01-30 08:54:03.460 CET;16
2023-01-30 09:05:51.292 CET;8
2023-01-30 09:16:58.963 CET;32
2023-01-30 09:16:59.973 CET;16
2023-01-30 17:21:56.299 CET;8
2023-01-30 17:35:19.513 CET;16
2023-01-30 19:30:42.190 CET;8
2023-01-31 14:27:37.943 CET;16
2023-01-31 14:27:38.941 CET;4
2023-01-31 14:29:13.319 CET;16
2023-01-31 19:24:11.076 CET;8
2023-01-31 19:31:36.858 CET;32
2023-01-31 19:31:38.868 CET;16
2023-01-31 22:37:25.434 CET;8
2023-01-31 22:45:45.437 CET;4
2023-01-31 22:47:50.934 CET;16
2023-02-01 06:24:40.536 CET;8
2023-02-01 06:33:20.608 CET;16
2023-02-01 11:09:11.799 CET;8
2023-02-01 11:20:39.549 CET;16
2023-02-01 13:24:47.322 CET;4
2023-02-01 13:27:20.940 CET;16
2023-02-01 22:03:27.762 CET;0
2023-02-01 22:03:28.770 CET;8
2023-02-01 22:11:23.660 CET;4
2023-02-01 22:12:40.970 CET;16
2023-02-02 08:47:10.211 CET;8
2023-02-02 08:55:13.132 CET;16
2023-02-02 15:00:34.808 CET;8
2023-02-02 15:06:51.311 CET;16
2023-02-02 16:43:02.381 CET;4
2023-02-02 16:43:06.401 CET;16
2023-02-02 16:43:38.530 CET;4
2023-02-02 16:43:42.552 CET;16
2023-02-02 18:31:16.348 CET;8
2023-02-02 18:39:57.440 CET;16
2023-02-02 18:40:01.450 CET;4
2023-02-02 18:42:12.979 CET;16
2023-02-02 21:29:48.184 CET;8
2023-02-02 22:12:18.374 CET;16
2023-02-03 01:28:25.434 CET;0
2023-02-03 01:28:26.434 CET;8
2023-02-03 01:38:51.934 CET;4
2023-02-03 01:42:52.903 CET;16
2023-02-03 23:30:44.676 CET;8
2023-02-03 23:40:34.036 CET;4
2023-02-03 23:42:01.377 CET;16
2023-02-04 00:32:38.470 CET;0
2023-02-04 00:32:38.970 CET;16
2023-02-04 00:32:46.561 CET;0
2023-02-04 00:33:17.690 CET;16
2023-02-06 10:33:33.549 CET;4
2023-02-06 10:33:56.650 CET;8
2023-02-06 10:45:09.336 CET;0
2023-02-06 10:45:10.336 CET;4
2023-02-07 13:37:03.982 CET;16
2023-02-07 15:53:56.821 CET;4
2023-02-07 15:54:10.869 CET;16
2023-02-07 19:19:22.095 CET;8
2023-02-07 19:27:01.937 CET;4
2023-02-07 19:28:34.305 CET;16
2023-02-07 21:30:31.561 CET;32
2023-02-07 21:30:32.571 CET;8
2023-02-07 21:36:42.043 CET;4
2023-02-07 21:38:12.403 CET;16
2023-02-07 22:04:12.650 CET;4
2023-02-07 22:16:47.644 CET;16
2023-02-08 04:34:25.250 CET;8
2023-02-08 04:41:41.990 CET;0
2023-02-08 04:41:43.000 CET;16
2023-02-08 04:58:29.012 CET;4
2023-02-08 04:58:52.111 CET;16
2023-02-08 10:48:17.937 CET;8
2023-02-08 10:59:40.667 CET;16
2023-02-08 11:59:47.094 CET;4
2023-02-08 13:41:13.436 CET;16
2023-02-08 13:45:51.540 CET;4
2023-02-08 13:45:57.559 CET;16
2023-02-08 13:51:16.835 CET;8
2023-02-08 14:01:33.308 CET;4
2023-02-08 14:02:53.628 CET;16
2023-02-08 19:12:12.844 CET;8
2023-02-08 19:19:01.477 CET;0
2023-02-08 19:19:02.477 CET;4
2023-02-08 19:19:11.517 CET;16
2023-02-08 21:28:01.427 CET;8
2023-02-08 21:34:07.891 CET;0
2023-02-08 21:34:08.891 CET;4
2023-02-08 21:35:48.290 CET;16
2023-02-09 03:02:27.654 CET;8
2023-02-09 03:11:11.746 CET;16
2023-02-09 07:02:24.220 CET;4
2023-02-09 07:03:32.490 CET;16
2023-02-09 08:47:02.319 CET;8
2023-02-09 08:54:32.112 CET;16
2023-02-09 12:59:18.845 CET;8
2023-02-09 13:07:55.917 CET;16
2023-02-09 14:19:08.996 CET;8
2023-02-09 14:25:41.561 CET;16
2023-02-09 14:25:42.569 CET;4
2023-02-09 14:26:45.819 CET;16
2023-02-09 20:10:29.286 CET;8
2023-02-09 20:15:49.572 CET;4
2023-02-09 20:16:53.832 CET;16
2023-02-10 03:53:41.418 CET;8
2023-02-10 04:01:31.302 CET;16
2023-02-10 06:28:40.602 CET;8
2023-02-10 06:39:03.095 CET;4
2023-02-10 08:16:22.438 CET;16
2023-02-10 13:02:09.006 CET;4
2023-02-10 13:02:47.157 CET;8
2023-02-10 13:09:46.839 CET;0
2023-02-10 13:09:47.839 CET;16
2023-02-10 18:08:03.398 CET;0
2023-02-10 18:08:04.398 CET;8
2023-02-10 18:18:44.970 CET;4
2023-02-10 18:19:52.227 CET;16
2023-02-10 22:27:42.690 CET;8
2023-02-10 23:01:04.686 CET;16
2023-02-11 01:19:10.828 CET;4
2023-02-11 01:19:13.838 CET;16
2023-02-11 01:24:56.200 CET;0
2023-02-11 01:24:57.210 CET;4
2023-02-11 01:24:59.210 CET;16
2023-02-11 03:09:31.296 CET;4
2023-02-13 06:35:37.634 CET;8
2023-02-13 06:37:06.993 CET;4
2023-02-13 06:45:58.115 CET;16
2023-02-13 12:44:21.098 CET;32
2023-02-13 12:44:22.098 CET;8
2023-02-13 12:53:47.358 CET;0
2023-02-13 12:53:48.358 CET;4
2023-02-13 14:05:02.456 CET;16
2023-02-13 19:20:37.163 CET;8
2023-02-13 19:30:35.552 CET;16
2023-02-14 05:28:59.121 CET;0
2023-02-14 05:29:00.121 CET;8
2023-02-14 05:45:05.983 CET;16
2023-02-14 17:03:04.658 CET;8
2023-02-14 17:12:44.976 CET;16
2023-02-14 19:23:43.403 CET;8
2023-02-14 19:30:42.075 CET;0
2023-02-14 19:30:43.075 CET;16
2023-02-15 03:20:57.898 CET;8
2023-02-15 03:33:02.790 CET;32
2023-02-15 03:33:03.801 CET;16
2023-02-15 04:33:38.345 CET;4
2023-02-15 04:34:07.454 CET;8
2023-02-15 05:20:20.552 CET;4
2023-02-15 05:39:50.226 CET;16
2023-02-15 13:22:06.134 CET;8
2023-02-15 13:32:47.697 CET;4
2023-02-15 13:34:19.065 CET;16
2023-02-15 18:00:43.986 CET;8
2023-02-15 18:09:13.019 CET;0
2023-02-15 18:09:14.029 CET;16
2023-02-15 22:57:40.230 CET;0
2023-02-15 22:57:41.230 CET;8
2023-02-15 23:05:51.191 CET;0
2023-02-15 23:05:52.201 CET;16
2023-02-16 04:31:37.359 CET;4
2023-02-16 04:32:50.648 CET;8
2023-02-16 05:47:05.459 CET;16
2023-02-16 09:22:55.250 CET;8
2023-02-16 09:26:44.165 CET;0
2023-02-16 09:26:45.165 CET;4
2023-02-16 09:30:48.144 CET;0
2023-02-16 09:30:49.144 CET;16
2023-02-16 13:10:01.736 CET;8
2023-02-16 13:22:47.805 CET;4
2023-02-16 13:24:25.196 CET;16
2023-02-17 05:18:23.095 CET;8
2023-02-17 05:31:40.285 CET;16
2023-02-17 07:27:05.977 CET;0
2023-02-17 07:27:06.987 CET;8
2023-02-17 07:39:19.918 CET;0
2023-02-17 07:39:20.928 CET;4
2023-02-17 07:40:26.188 CET;16
2023-02-17 08:36:48.713 CET;8
2023-02-17 08:49:26.742 CET;32
2023-02-17 08:49:27.742 CET;4
2023-02-17 08:53:04.608 CET;16
2023-02-17 12:04:05.456 CET;8
2023-02-17 12:12:28.467 CET;4
2023-02-17 22:28:52.365 CET;0
2023-02-17 22:28:53.374 CET;8
2023-02-17 22:35:39.999 CET;16
2023-02-18 03:27:21.980 CET;8
2023-02-18 03:37:51.499 CET;0
2023-02-18 03:37:52.509 CET;16
2023-02-18 04:52:48.480 CET;8
2023-02-19 22:57:01.084 CET;32
2023-02-19 22:57:02.095 CET;4
2023-02-20 06:39:20.987 CET;16
2023-02-20 16:10:39.052 CET;0
2023-02-20 16:10:40.052 CET;8
2023-02-20 16:19:38.204 CET;16
2023-02-20 19:16:16.585 CET;8
2023-02-20 19:23:06.227 CET;32
2023-02-20 19:23:07.227 CET;16
2023-02-20 22:48:42.546 CET;4
2023-02-21 05:20:38.582 CET;16
2023-02-21 11:15:30.724 CET;8
2023-02-21 11:25:35.145 CET;16
2023-02-21 15:06:19.105 CET;8
2023-02-21 15:14:19.029 CET;16
2023-02-21 17:28:38.259 CET;8
2023-02-21 17:36:42.190 CET;16
2023-02-21 20:33:12.572 CET;8
2023-02-21 20:39:20.048 CET;0
2023-02-21 20:39:21.048 CET;16
2023-02-22 06:43:30.956 CET;8
2023-02-22 06:54:05.505 CET;16
2023-02-22 15:23:17.668 CET;8
2023-02-22 15:29:55.262 CET;16
2023-02-22 19:49:42.598 CET;8
2023-02-22 20:00:07.086 CET;16
2023-02-22 23:47:14.588 CET;4
2023-02-23 03:24:42.763 CET;16
2023-02-23 07:22:55.911 CET;4
2023-02-23 07:23:40.102 CET;16
2023-02-23 08:02:20.374 CET;4
2023-02-23 08:23:49.529 CET;16
2023-02-23 08:32:06.513 CET;4
2023-02-23 08:32:47.671 CET;16
2023-02-23 08:35:59.440 CET;4
2023-02-23 08:36:19.519 CET;16
2023-02-23 08:57:24.153 CET;16
2023-02-23 08:58:15.982 CET;16
2023-02-23 09:07:38.033 CET;4
2023-02-23 09:15:19.553 CET;4
2023-02-23 09:16:39.983 CET;4
2023-02-23 09:17:14.322 CET;16
2023-02-23 09:17:29.262 CET;16
2023-02-23 09:20:51.835 CET;16
2023-02-23 09:25:41.575 CET;4
2023-02-23 09:30:29.526 CET;16
2023-02-23 09:34:18.069 CET;16
2023-02-23 09:35:50.688 CET;16
2023-02-23 09:40:17.328 CET;16
2023-02-23 09:40:50.605 CET;16
2023-02-23 09:43:04.209 CET;16
2023-02-23 09:43:41.559 CET;16
2023-02-23 09:51:29.756 CET;16
2023-02-23 09:51:29.808 CET;16
2023-02-23 10:14:47.973 CET;16
2023-02-23 10:14:48.026 CET;16
2023-02-23 10:17:41.858 CET;8
2023-02-23 10:33:07.552 CET;4
2023-02-23 10:37:06.507 CET;16
2023-02-23 11:02:59.029 CET;16
2023-02-23 11:02:59.081 CET;16
2023-02-23 11:05:06.588 CET;16
2023-02-23 11:05:06.638 CET;16
2023-02-23 11:06:18.926 CET;16
2023-02-23 11:06:39.595 CET;16
2023-02-23 11:06:39.647 CET;16
2023-02-23 13:00:23.191 CET;16
2023-02-23 14:47:18.357 CET;16
2023-02-23 14:47:18.407 CET;16
2023-02-23 14:55:11.005 CET;16
2023-02-23 15:00:12.484 CET;16
2023-02-23 15:01:54.526 CET;16
2023-02-23 15:07:58.368 CET;16
2023-02-23 15:16:02.418 CET;16
2023-02-23 15:49:44.519 CET;8
2023-02-23 16:00:16.038 CET;16
2023-02-23 22:31:16.869 CET;8
2023-02-23 22:49:08.155 CET;16
2023-02-23 23:09:21.005 CET;4
2023-02-23 23:09:34.055 CET;16
2023-02-23 23:09:38.063 CET;4
2023-02-23 23:09:45.095 CET;16
2023-02-23 23:12:10.683 CET;4
2023-02-23 23:12:24.740 CET;16
2023-02-23 23:18:14.134 CET;4
2023-02-23 23:18:28.194 CET;16
2023-02-23 23:30:35.094 CET;4
2023-02-23 23:31:18.263 CET;16
2023-02-23 23:56:43.369 CET;4
2023-02-23 23:56:51.400 CET;16
2023-02-23 23:59:18.997 CET;4
2023-02-23 23:59:30.039 CET;16
2023-02-24 05:00:16.217 CET;4
2023-02-24 05:12:40.188 CET;16
2023-02-24 08:41:14.236 CET;4
2023-02-24 08:41:26.276 CET;16
2023-02-24 08:42:46.605 CET;8
2023-02-24 08:52:27.927 CET;0
2023-02-24 08:52:28.927 CET;16
2023-02-24 11:57:22.293 CET;8
2023-02-24 12:08:09.884 CET;16
2023-02-24 19:15:19.388 CET;0
2023-02-24 19:15:20.388 CET;8
2023-02-24 19:25:08.746 CET;16
2023-02-24 20:19:07.694 CET;8
2023-02-24 23:16:18.198 CET;4
2023-02-25 01:34:56.476 CET;0
2023-02-25 01:34:57.476 CET;16
2023-02-25 01:35:22.575 CET;4
2023-02-25 01:35:32.615 CET;16
2023-02-25 01:35:50.686 CET;4
2023-02-25 03:01:01.128 CET;16
2023-02-25 03:01:27.230 CET;4
2023-02-25 23:12:33.806 CET;64
2023-02-26 00:19:55.961 CET;4
2023-02-27 06:37:15.920 CET;16
2023-02-27 08:13:59.128 CET;4
2023-02-27 08:14:08.158 CET;16
2023-02-27 12:03:52.262 CET;4
2023-02-27 12:03:56.282 CET;16
2023-02-27 12:03:59.292 CET;4
2023-02-27 12:04:05.311 CET;16
2023-02-27 13:22:21.844 CET;8
2023-02-27 13:31:09.936 CET;16
2023-02-27 17:41:39.299 CET;8
2023-02-27 17:51:40.719 CET;16
2023-02-27 21:42:53.198 CET;8
2023-02-27 21:50:09.941 CET;16
2023-02-28 00:48:46.782 CET;8
2023-02-28 01:04:36.584 CET;16
2023-02-28 06:20:19.325 CET;8
2023-02-28 06:34:38.765 CET;4
2023-02-28 06:55:45.832 CET;16
2023-02-28 10:25:14.082 CET;4
2023-02-28 10:28:25.848 CET;16
2023-02-28 10:41:26.966 CET;8
2023-02-28 12:48:00.344 CET;16
2023-02-28 12:48:01.342 CET;4
2023-02-28 12:49:09.611 CET;16
2023-02-28 19:05:48.970 CET;32
2023-02-28 19:05:49.970 CET;8
2023-02-28 19:21:36.756 CET;16
